Name*Surname*Surname1*Surname2*account*Dni*Delegation*Departament*Enabled*Password*TurnPassDays*email*NetTime*Computer*Change*Teletrabajo*Path*Group*ScriptPath
BASILIO*PUJOL GOMIS*PUJOL*GOMIS*bpujolgom*12345685-H*IESJaume-I*Direccion*S*12345685-HI3sJ4uMe1*45*bpujolgom@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-01*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
MIRIAM*JUAN VALENCIA*JUAN*VALENCIA*mjuanval*12345686-I*IESJaume-I*Direccion*S*12345686-II3sJ4uMe1*45*mjuanval@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-02*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
IGNACIO*CHAVES VARGAS*CHAVES*VARGAS*ichavesvar*12345687-J*IESJaume-I*Direccion*S*12345687-JI3sJ4uMe1*45*ichavesvar@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-03*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
LAURA*ALBA ARIAS*ALBA*ARIAS*lalbaari*12345688-K*IESJaume-I*Direccion*S*12345688-KI3sJ4uMe1*45*lalbaari@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-04*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
JORGE*CARVALHO PELLICER*CARVALHO*PELLICER*jcarvalhopel*12345689-L*IESJaume-I*Direccion*S*12345689-LI3sJ4uMe1*45*jcarvalhopel@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-05*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
ANTONIO*CAMPOS GALLEGO*CAMPOS*GALLEGO*acamposgal*12345690-M*IESJaume-I*Direccion*S*12345690-MI3sJ4uMe1*45*acamposgal@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-06*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
CLAUDIO*MONCHO AGUILAR*MONCHO*AGUILAR*cmonchoagu*12345691-N*IESJaume-I*Direccion*S*12345691-NI3sJ4uMe1*45*cmonchoagu@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-07*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
PEPE*CHAVES CAMPOS*CHAVES*CAMPOS*pchavescam*12345692-O*IESJaume-I*Direccion*S*12345692-OI3sJ4uMe1*45*pchavescam@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-08*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
SARA*ALBA MONCHO*ALBA*MONCHO*salbamon*12345693-P*IESJaume-I*Direccion*S*12345693-PI3sJ4uMe1*45*salbamon@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-09*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
ISABEL*CARVALHO ALABAU*CARVALHO*ALABAU*icarvalhoala*12345694-Q*IESJaume-I*Direccion*S*12345694-QI3sJ4uMe1*45*icarvalhoala@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-11-10*S*N*OU=Dep-Direccion,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Direccion,OU=Dep-Direccion,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
FRANCISCO*CAMPOS GOMIS*CAMPOS*GOMIS*fcamposgom*12345695-R*IESJaume-I*Informatica*S*12345695-RI3sJ4uMe1*45*fcamposgom@iesjaumei.edu-gva.mylocal*L-V,8:00-14:00;L-V,16:00-19:00*Ubuntu-01*S*S*OU=Dep-Informatica,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Informatica,OU=Dep-Informatica,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
BASILIO*MONCHO COELLO*MONCHO*COELLO*bmonchocoe*12345696-S*IESJaume-I*Informatica*S*12345696-SI3sJ4uMe1*45*bmonchocoe@iesjaumei.edu-gva.mylocal*L-V,8:00-14:00;L-V,16:00-19:00*Ubuntu-02*S*S*OU=Dep-Informatica,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Informatica,OU=Dep-Informatica,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
MIRIAM*JUAN PUJOL*JUAN*PUJOL*mjuanpuj*12345697-T*IESJaume-I*Informatica*S*12345697-TI3sJ4uMe1*45*mjuanpuj@iesjaumei.edu-gva.mylocal*L-V,8:00-14:00;L-V,16:00-19:00*Ubuntu-03*S*S*OU=Dep-Informatica,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Informatica,OU=Dep-Informatica,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
IGNACIO*CHAVES JUAN*CHAVES*JUAN*ichavesjua*12345698-U*IESJaume-I*Informatica*S*12345698-UI3sJ4uMe1*45*ichavesjua@iesjaumei.edu-gva.mylocal*L-V,8:00-14:00;L-V,16:00-19:00*Ubuntu-04*S*S*OU=Dep-Informatica,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Informatica,OU=Dep-Informatica,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
LAURA*ALBA ALABAU*ALBA*ALABAU*lalbaala*12345699-V*IESJaume-I*Informatica*S*12345699-VI3sJ4uMe1*45*lalbaala@iesjaumei.edu-gva.mylocal*L-V,8:00-14:00;L-V,16:00-19:00*Ubuntu-05*S*S*OU=Dep-Informatica,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Informatica,OU=Dep-Informatica,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
JORGE*CARVALHO GOMIS*CARVALHO*GOMIS*jcarvalhogom*12345700-W*IESJaume-I*Bachillerato*S*12345700-WI3sJ4uMe1*45*jcarvalhogom@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-01*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
ANTONIO*ALABAU VALENCIA*ALABAU*VALENCIA*aalabauval*12345701-X*IESJaume-I*Bachillerato*S*12345701-XI3sJ4uMe1*45*aalabauval@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-02*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
CLAUDIO*GOMIS CAMPOS*GOMIS*CAMPOS*cgomiscam*12345702-Y*IESJaume-I*Bachillerato*S*12345702-YI3sJ4uMe1*45*cgomiscam@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-03*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
SUSANA*VALENCIA MONCHO*VALENCIA*MONCHO*svalenciamon*12345703-Z*IESJaume-I*Bachillerato*S*12345703-ZI3sJ4uMe1*45*svalenciamon@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-04*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
PEDRO*CHAVES ALABAU*CHAVES*ALABAU*pchavesala*12345704-A*IESJaume-I*Bachillerato*S*12345704-AI3sJ4uMe1*45*pchavesala@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-05*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
PIEDAD*ALBA GOMIS*ALBA*GOMIS*palbagom*12345705-B*IESJaume-I*Bachillerato*S*12345705-BI3sJ4uMe1*45*palbagom@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-06*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
MANUEL*CARVALHO VALENCIA*CARVALHO*VALENCIA*mcarvalhoval*12345706-C*IESJaume-I*Bachillerato*S*12345706-CI3sJ4uMe1*45*mcarvalhoval@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-07*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
JAVIER*CAMPOS VARGAS*CAMPOS*VARGAS*jcamposvar*12345707-D*IESJaume-I*Bachillerato*S*12345707-DI3sJ4uMe1*45*jcamposvar@iesjaumei.edu-gva.mylocal*L-V,7:00-15:00*Win-10-08*S*N*OU=Dep-Bachillerato,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Bachillerato,OU=Dep-Bachillerato,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
EVA*MONCHO CARVALHO*MONCHO*CARVALHO*emonchocar*12345708-E*IESJaume-I*Conserjeria*S*12345708-EI3sJ4uMe1*45*emonchocar@iesjaumei.edu-gva.mylocal*L-V,8:00-15:00*Win-10-09*S*N*OU=Dep-Conserjeria,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Conserjeria,OU=Dep-Conserjeria,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
RODRIGO*CHAVES CAMPOS*CHAVES*CAMPOS*rchavescam*12345709-F*IESJaume-I*Conserjeria*S*12345709-FI3sJ4uMe1*45*rchavescam@iesjaumei.edu-gva.mylocal*L-V,15:00-21:00*Win-10-09*S*N*OU=Dep-Conserjeria,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Conserjeria,OU=Dep-Conserjeria,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
JOHANN*ALBA CHAVES*ALBA*CHAVES*jalbacha*12345710-G*IESJaume-I*Conserjeria*S*12345710-GI3sJ4uMe1*45*jalbacha@iesjaumei.edu-gva.mylocal*L-V,8:00-15:00*Win-10-10*S*N*OU=Dep-Conserjeria,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Conserjeria,OU=Dep-Conserjeria,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
BENITO*APARICIO ROJALES*APARICIO*ROJALES*baparicioroj*12345711-H*IESJaume-I*Conserjeria*S*12345711-HI3sJ4uMe1*45*baparicioroj@iesjaumei.edu-gva.mylocal*L-V,15:00-21:00*Win-10-10*S*N*OU=Dep-Conserjeria,OU=Usuarios,dc=IESJaume-I,dc=mylocal*CN=GG_Grupo-Conserjeria,OU=Dep-Conserjeria,OU=Grupos,dc=IESJaume-I,dc=mylocal*\\SRV-JAUME-I\NETLOGON\init-sessions
